Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
163626127,5,2013-6,United States,"If you've been to Disneyland, and you enjoyed it, there isn't a whole lot else I can add other than to say this is the happiest place on earth, at least for the first two or three days you are there. No, seriously, if you haven't been go. If you haven't been in a while, go again!",Disneyland_California
565954670,5,2018-3,United States,"The forecast said rain but the plan had been set. While going through the entrance it started hailing and continued as we made our way up Main Street. No one seemed to mind. I think people were thrilled to get to use their Disney umbrellas, which I saw popping open all over. The nice thing was that it only drizzled after that hail and really only rained while we were eating lunch. So, a Disneyland visit is great on a rainy Southern California day. Barely any lines, walked right on Haunted and Pirates!",Disneyland_California
475167760,4,2017-3,Australia,This a quite a small Disneyland in comparison the California but is still good fun. I did think the staff wore very dull clothes as did Mickey and Minnie. I have been to other disneyland and the staff wear brightly coloured clothing so they are distinctive. A few more eating places would have been helpful.,Disneyland_HongKong
149362347,5,2012-11,United States,We spent Thanksgiving at Disneyland! It is beautiful and magical and worth the trip from New Jersey. We have been to WDW several times but this is our first time at Disneyland. Sleeping Beauty castle looks so small compared to the Cinderella Castle in FL. But it is beautiful in its own way. You can even go inside the castle for a walk through... ,Disneyland_California
591089624,4,2018-6,United Kingdom,"We visited the Disneyland Park as part of our five day park tickets and spent hours there each day. We loved the Ratatouille ride, we also loved the Buzz Lightyear Lazer Quest ride and the Dumbo ride. A lot of fun to be had. We enjoyed the special effects tour too. The fireworks were the highlight   an incredible illumination show is put on each night and it's wonderful. We also watched the Disney Princess Waltz show by the castle, and the 5:30 parade which was great fun!",Disneyland_Paris
202546502,5,2013-5,Australia,"I am in my early 60's. The time when Television was introduced to the world as I was a toddler. I grew up with Disneyland and th eCastle that seems to open the imagination to the real world. I have on my many visits to California visited Disneyland and always seem to be taken back to my childhood, but at the same time be escorted through the generations with the always evolving focus of the Disney Management and Development Team, right up to my last visit a few years ago, which was also fantastic as also my many visits to Disneyworld in Florida. Unfortunately on our trip to California in less then 2 weeks we haven't time to stay over to visit Disneyland and see the developments since our last visit, but hope to visit once again Disneyworld, etc when in Florida for the almost 2 weks we are there. simply if you want to be taken on a ride of the mind, body and spirit, allow a little time for the Disney Universe to share what they have. It will be worth it not just for now, but for a future time of reflection of something very special in your life.. Greg Keyes",Disneyland_California
131379868,5,2012-5,United States,We really enjoyed our trip to Disneyland.  Prices on food are escalating alarmingly.  We intend on bringing PB and J next time! However the magic was there!,Disneyland_California
651672611,5,2018-6,Turkey,  f you wanna remember your childhood and live in the dreamland you must see the disneyland paris.   this is amazing.,Disneyland_Paris
360548978,5,2016-3,India,Best way from Tsim Sha Tsui take MTR change at Lai King & then Sunny Bay or from Tsim Sha Tsui East station also take west rail line to change at Nam cheung and then Sunny Bay. Both are very easy and later is faster. Cost about HKD 18 by Octopus. Entry tickets from online agents like Klook etc to save money with print out. Start from one side like Adventure land. Before going next land come back little bit and have lunch etc at Tahiti etc. Can prebook meal coupon from online agent to save money. However do remember to convert printout to meal coupon at entry gate before you enter. Later you cannot. 3 meal option ticket is not good. As snacks is worthless only sweet popcorn or Ice cream. Dinner you may not like inside. 3 adults meal can cover family of 4 with 1 2 kids. Go early and see all rides. All are wonderful. Enter by 11 am then exit can happen by 7 pm. Return by similar route and take dinner outside to save money. No known branded restaurant inside disneyland.,Disneyland_HongKong
208869735,5,2013-10,United Kingdom,"I absolutely loved Disneyland Paris. We were apprehensive as had read some reviews saying that is was drab and didn't have the same feel to it as the US Disney World. However, it is a beautiful place and although compared to America it is small it is still an amazing experience.Even my husband absolutely loved Disneyland Paris and keeps suggesting a return trip. It is magical and almost feels as though you are in a different world. It is spotlessly clean unlike any theme parks in the UK and the range of rides is also impressive as most theme parks despite claims that they are 'family friendly' have very very few rides for young children. The food is very overpriced however you go to Disneyland expecting this I suppose as you expect this at most family theme parks. The rides, parades, shows etc are all wonderful.Tips:Walt Disney Studios have more organised meet and greets that you can que for (roughly 20 mins) as some people are very rude when the characters are just wandering around and do not wait nicely and shove their children forward to meet characters.If you're eating at McDonalds which gets VERY busy the perfect time is around 4 5. They still have everything in stock at this time and it isn't as hectic. Also, make sure you're in a proper queue and the locals are very rude to any tourists and shove you out of the way if you are accidentally between queues. Definitely watch all of the parades especially Disney Dreams as it is an amazing experience.",Disneyland_Paris
325494138,5,2015-11,United Kingdom,Welcome to Disneyland park the home of adventures and annual celebrations . There are always shows and parades going on in the park but it is a lot of ground to cover I recommend a 5 day stay to go home happy that you've had the full experience . The rides are truly mesmerising and a totally new level of awesomeness and fun from average roller coasters . I definitely recommend thunder mountain absolutely captivating and one of my favourites . Also be sure to look out for the vintage hertz cars and buses be careful with the queuing for them as the staff can be funny . There is also a band which is very good they all wear bright colours and should stand out on an average walk through the park . The castle is breathtakingly beautiful way better than on the tv . Also don't forget to take a trip to the Disneyland studios keep an eye out for the characters which are usually there early in the morning so use your hotel pass to get in early for that  tipadvisor When you dream upon a star you're dreams come true    ,Disneyland_Paris
21214980,3,missing,United Kingdom,"Just come back from fourth visit to Eurodisney.  First time went over a weekend and it was manic!!  Second time was just a day trip whilst on holiday elsewhere in France, at Christmas time and it had a magical atmosphere.  Third time was much better, we went by Eurostar and as the kids were older we just had normal luggage (humped around by hubby!) We went Mon to Thurs and it was quieter and we had a good time  Fourth time, again we went Mon to Thurs, it was Halloween theme which they did really well. Loved the parade, we were mainly in fantasyland as my kids don't like rollercoasters and we were with my 2year old niece. We managed to get on all rides within 20mins. The tea cups, we just went and got straight back on each time. It helped that my kids have two weeks half term so we could go the week most schools hadn't broken up yet. I would advise going during term time though, if you are allowed to.Good points: We got on everything we wanted. The atmosphere was generally charming. Didn't witness as much queue barging as I have done before. Kids loved it all.Bad points:   We were spoken to really rudely by a cast member. Did you know that you can't complain about anything to Disney? They've had so many lawsuits that now they ignore all complaints! Anyway, so I just have to let that one go and not let it spoil the holiday.   expense, with the euro so strong it was even more heavy on our pockets!Eurostar only:  getting from eurostar up to the way out. Our party consisted of me, my sister and my mum plus an 8 year old, 6 year old, 2 year old and 10 week old, so a pushchair, pram and four suitcases to contend with. There was absolutely no help whatsoever in getting off the train and getting up to the concourse., it was a nightmare!!  going through security and getting back down to platform, again a nightmare. There were no luggage trolleys so again we were struggling then we had to get everything through the xray machine, including pushchairs etc. one still had a balloon tied to it! Trying to hold a baby, stop kids run amock and get coats off, remove metal items and find it all the other side was ludicrous.Anyway, nothing you can do about it, just a warning to brace yourselves!!I have given three stars because of the cast member and the fact that no one will listen to you if you just want to say what happened. I'm not sure I will go again.",Disneyland_Paris
91002552,5,missing,United States,"After visiting this theme park multiple times, I am a true Disneyland fan. Our entire family loves each visit! The staff is excellent, the rides are amazing, and the experience is one of a kind. We keep going back because of the  magic  we feel there. Even heavy crowds, rain, and long lines don't put a damper on things. This is the perfect family vacation destination.",Disneyland_California
255525838,5,2014-8,India,A must visit if you are in Hong Kong.You must start early ( park opens at 10 AM) so you could experience the Park an all it has to offer.Kids would absolutely enjoy it. The fireworks later at night is one of its kind. A must visit for all age groups.,Disneyland_HongKong
347350116,4,2016-2,Isle of Man,"The park is quite good. But a few days is more than enough at Disneyland Paris. It is not a bit like the Disney parks in Orlando. And the prices were extortionate. In fact we stayed for 4 nights and 5 days and all in all it cost the same as it cost us to go to Disney Florida last August for 2 weeks. Restaurants in Disney village are very expensive, we went to Annette's diner and the price for 1 milkshake and 1 ice cream was    22 a pint of beer    7.99 at sequoia lodge can of Fanta    3.79. This has put us of ever returning. We don't mind paying slightly over the odds but Disneyland Paris is just daylight robbery. ",Disneyland_Paris
445511484,4,2016-12,Australia,Disney land was a good size and easy to get around. One day was plenty i felt. Yes there are queues but I had read the reviews and was mentally prepared! We had a sunny day in winter so took to the shade around midday. Didn't get to see much of tomorrow land as seemed crowded and I had a 4 and 7 year old. We enjoyed the 3d show and lion king the best. Parade was fun at 330 but didn't stay for evening as we had been there since opening and felt content and tired! ,Disneyland_HongKong
137681714,5,2012-8,United States,"What a great trip my nine yr old and I had to Disneyland in CA in early August. Weather was a little hot and humid for many, but a nice break from our 14 days of 95  in July! :) AND a really nice worker from California Adventure walked our way home the first evening and asked us how our day went. We explained that Goldie loves Disney AND beignets at Cafe Du Monde in New Orleans. She let us in on a little surprise that right near Pirates of the Caribbean there is a little French Cafe that has MICKEY MOUSE shaped beignets!!!! What a great day!!!!! All of the Disney employees were as nice and helpful as ever!",Disneyland_California
193712795,5,2014-2,United States,"We went mid day, later afternoon, and early evening and found no lines and no waiting. Had a very safe atmosphere for families. Staff were friendly and helpful in guiding you to where you needed to go. Lovable attractions and rides, even for adults. Must see Indiana Jones and Pirates of the Caribbean. The bobsled ride is very rough. Be aware! Not a good ride if you have neck or back problems as it throws you around quite a bit. Overall, we had a great time.",Disneyland_California
236618204,5,2014-10,United States,"It's Disneyland, you know what you're getting. Five stars from me cause I love Disney stuff. Disney World in Florida is better, but this place is still great.",Disneyland_California
174442395,4,2012-9,United Kingdom,"Great park, so pretty, you can feel like in a Disney dream. One think only is the food   only fast food as quiet expensive. But will go again and again :)",Disneyland_Paris
405465875,4,2016-7,Canada,"We visited first on New Years Day and had a highly mediocre experience. We came back to see if it would be an improvement, and found things to be a little better. There was way less smoking in the park and lines (employees did something about it this time), the employees were in better moods and were a little more magical. We did manage to get a photo with one character (Jafar), but there were not too many for us to see. Disneyland is magical   and if this is your first trip, you will enjoy the rides and the theming. The park is beautiful, the dragon is awesome, haunted mansion and pirates are well done, and the Space Mountain is outstanding. Fireworks are also amazing. It was hard for me to love it as much as someone else might because it just feels like a let down compared to Disneyland and Disneyworld in North America. Not sure why the Euro edition lacks the same intense level of magic, but it does (for example, in Florida, TONS of people have disney apparel, hats and ears. Lots of pins and button collecting, and general Disney enthusiasm from head to toes. We stood in line and in 80 minutes only passed 3 people wearing Disney ears. People seemed to lack that same over the top Disney exciting that we see here. That being said, I can't imagine any kid not loving it. It's still Disney. But if you are a huge Disney fan, I encourage you to save up for a visit to the Florida or California counterparts.",Disneyland_Paris
485821453,2,2017-5,India,"To start with, the park was too crowded, mostly with chinese and spanish speakingvisitors. At some places, you could not even walk due to the immense number ofpeople. Many of the rides are also too basic and childish. I know this park ismeant to attract children, but come on, so childish !! I have visited it twice inthe past 17 years, and this visit was probably the last. They even rip you offfor food and beverages. The prices are 3 4 times of what you would get them outside. I think Disney as a group has become too greedy. The 2 parades are mediocre as compared to earlier.",Disneyland_California
329821696,2,2015-11,India,I am from the 2nd most populated country in the world and yet I have never seen so many people crammed together in one place.May be It could have been a good experience had there been a limited crowd. I hated it. I strongly think there should be a limit to admitance in the park. Else there is no point visiting this place.,Disneyland_California
451598010,3,2017-1,Philippines,We went to Disney after the holidays and it was packed! Lines were average of 30 60 min wait for rides. Don't get a photopass because photographers are hard to find. Bring strollers or rent them... also download their app to help you.We survived it but dead tired with kids who were 2 and 4 yrs old. Because of the crowd it was not as magical as I thought. I want to go back there on off peak season.,Disneyland_California
125351460,5,2011-5,United States,"Of course, Disneyland is the best.  I just remember a couple of bathrooms being closed, which is a problem with little kids needing to pee ASAP :) I am always impressed with the cleanliness, and how many employees there are.  Love it.",Disneyland_California
398666036,5,2016-7,United States,"Who doesn't love Disneyland. Great things for every member of the family, we ended up super tired from walking but overall it was great.",Disneyland_California
138073435,4,missing,United Kingdom,"We went for Disney for 4days from 19th 22nd August and it was heaving!!!! SO many people it was chaos. With the nice weather and school holidays it meant everyone poured into Disneyland! The Europeans do not seem to understand the art of queuing!! So much pushing and shoving,especially when there was a Disney character. We loved the evening parade and fireworks but you literally have to find a spot about 7:30 pm and wait until 10:15 pm for the show just to get a good spot!The food outlets were so busy and there were never any seats available. The fads passes were more like first come first serve passes as they constantly ran out. The park opens at 8:00am for Disney hotel residents but only a few rides open,we got to the park at 8:30 and still had to wait 60 mins for the dumbo ride!!!!!!! Everything is rediculously expensive aswell even a bottle of water is 3.50euro!We would go back but in term time to avoid masses of queues!",Disneyland_Paris
121611861,4,2011-12,Canada,Disney was very crowded but that is to be expected.,Disneyland_California
281038910,5,2015-6,India,"Absolutely fabulous. Huge, full of variety, plenty of attraction for all age groups. Well designed, lush green park is one of the best in the world. Many shows are world class.",Disneyland_HongKong
226080972,3,2014-8,United Kingdom,"The trip to Disneyland was marred by badly maintained rides which really should be in full working order and if they are not, they should be fixed overnight. We queued for 4 rides that broke down either when we were queuing or worst when we got onto the ride! Very poor. Otherwise the park was great for my 5 year old. The highlight was the light show fireworks but why are they on so late?? Most kids are exhausted by that point, and I spent a very long 20 mins carrying her for the show which she didn't want to miss but equally was wiped out and couldn't even enjoy the show. Also the food available in the park is pretty awful, fast food venues and not a lot of healthy options and to top it all, so overpriced. ",Disneyland_Paris
377945135,5,2016-5,India,The best place in Hong Kong  Kids rocked in this place; memorable trip.  Loads of attractions for all ages.  Good food and the evening extravaganza was wonderful.,Disneyland_HongKong
670570869,5,2019-3,India,"I can go on talking about Disneyland. Whatever I say about it, is less. Disneyland is all about your childhood dreams come true. Starting from the Entrance, the environment, popcorn, the shows, everything. Even the MTR Trains and the station is specially designed. In my opinion one should by a Two Day Ticket to explore it well if you have time. Else few of the attractions may remain incomplete in one day. An online Two Day Ticket can save around HKD 100 in comparison to an on spot ticket.  Must NOT Miss  attractions include the Jungle River Cruise, Micky's Phillhar Magic (a 4D Show), The Lion King ShowIt is better to have some home work regarding the Show Timings so that you can maximise the number of shows you can cover. It is better to avoid Sundays or the public holidays to avoid rush.",Disneyland_HongKong
127565019,3,2012-4,United States,Way too crowded!!! Fast pass is a waste of time considering you only get 2 for 4 hours. by the time you use them the lines for the rest of the rides is already 90 minutes or longer,Disneyland_California
132639189,3,2012-6,United Kingdom,"16th June 2012Recent 11 day visit to the parks with my family. When you consider this was the 20th Anniversary you would have expected everything to be working and in good order     wouldn   t you?Disney StudioThe Backlot Tram was out of action for several days.The Toy Soldier Parachutes were out of action for several days and then broke down again.Armageddon was not operational for several days.Elements of other rides were dysfunctional and either closed off or covered.There exists a ban on smoking in public in France which is totally ignored in the Studio.Disneyland ParkMany smaller cafes and restaurants around the park were closed or completely shut. The Carousel was closed for several days.There were several elements of other attractions either broken or not working, e.g. Small World.The shows have been reduced greatly and there are very few left.Likewise, the parades are reduced in number and length.There exists a ban on smoking in public in France which is totally ignored in the Disneyland Park.The moving walkway approaches to the park are either not working at all or only some of the time, with repairs in progress on others, often, the direction you want to travel in is non operational.The pushing in by the local populace is as bad as it ever was; you face strategic blocking in the queues to retain your space.We had one or two heated moments during our visit which you do not experience in the US. The extra    Magic Hours    are a complete waste of time, only one small area is open in Fantasyland and not all the rides were operating! Some of the toilets were disgusting and obviously not cleaned. Food is dearer wherever you go in the park.And FinallyThis will be my last visit to this resort, not because of age, ailment, ability or financial limitation, but because I am sick of the rude, arrogant, pushy, ignorant foreigners that proliferate in this place. Instead I will be going to the US at the earliest opportunity for my next visit where they are more friendly, fun, polite and courteous to each other.I feel the Disney Empire may soon lose the    French connection    and the support of the many influential businesses that put their name to Disneyland Paris e.g. Lever Bros; it   s going down the pan, just like its currency. I wonder if Disney USA are aware?",Disneyland_Paris
313692745,2,2015-9,United Kingdom,"extremely disappointing. Many of the main rides closed and a few more broke while we were there. No Disney spirit, very few characters, dirty and very tired. Staff did not want to be there very miserable Don't take the Disney bus from the airport, very expensive and lied about the time it takes to get to Disney just go get the TGV train which is 10 mins instead of 1.5 hoursI love Disney USA but would never return to Eurodisney",Disneyland_Paris
118802079,5,2011-9,United States,I went there with 2 daughters   1 y.o. and 4 y.o. Both of them were very excited. Little one liked most of the rides (the only one she didn't like was  It's a little world . It was too long for her. Older one was super happy to see the real princesses :),Disneyland_California
286530159,3,2015-7,United States,"As a huge Disney World fan who has visited the parks in Florida close to 20 times, this visit to Disneyland in Paris was a letdown. Upon arrival at the park we couldn't believe we were there because there was NO welcome. No music, no staff, no ANYTHING   just an ornate entrance with lines inside for tickets. Same thing when passing through onto Main Street   no magic! No greeters, no entertainment. We found the board with listed wait times but no information on fast passes and no staff person to ask.The park itself was clean but the bathrooms were messy. Quick food choices are dismal   Magnum ice cream pops? Quiet walks between attractions, without any street entertainment or cast members to assist guests. You could have been at any amusement park! The shops have a limited selection, especially of adult sized clothing. Dinner at The Blue Lagoon inside the Pirates of the Caribbean attraction was good and the theming very nice.",Disneyland_Paris
185559905,4,2013-11,Canada,"There is something strange about going to Disneyland all bundled up. Mits. Toques. Scarfs. It was 2 degrees in Paris for our Disney visit. Brrrrr.Firstly, I'll say that getting to Disney was a breeze. The RER puts you right on Walt's doorstep. Disneyland, Disney Studios and the Disney Village are right there. Easy mcsqueezy. *tip* The Disney Village is the only place with free wifi. Ok, we hit up Disney Studios first. It's small but fun. A couple of attractions were closed, probably because its winter time. The only ride that required a wait was the Crush's Coaster, since it is so popular and also since it breaks down a lot. It's pretty innovative and worth the wait.I felt that most of the attractions, although enjoyable, were smaller and under themed versions of the American originals. The Tower of Terror seemed like a much shorter drop and the Aerosmith coaster had no narrative. The same can be said about both parks actually. The careful theming that is employed in the US that makes the park so special is somewhat glossed over here and that is on top of the understood degradation that comes with the language translation. Regardless, we had great fun. Zero lines. Some cool new attractions and some old faves.Then we popped over to Disneyland Park. It's beautiful. The entrance gate and Main Street USA is a triumph. Simply majestic with a touch, and I mean a tiny touch of European flair. The castle is pink! Nice! The park is beautiful and the attractions were great. Again, some of the theming was lost, but still fun and unique in their own way. Any rides better than the US you ask? Yes actually. Big Thunder Mountain is bigger, faster and zooms underground to get to the ride on an island! Cool! Space Mountain, Mission 2, was Space tastic! A fresh design and great effects made this ride better than the originals. It's a Small World was modified with Christmas fun and also included a small section for my native Canada, which is not the case for Orlando. Shame on you Orlando!Rides that were unique? The Phantom Manor had its own unique story line that tied into the fact it was situated in Frontierland. Kinda weird, but cool. The Pirates of the Caribbean was not as spooky, but very fun. Lame rides? Indiana Jones and the Temple of Peril, was actually periless. Very lame. This could have been an amazing temple of doom style indoor mine chase ride (which is what was originally planned, but they cheaped out). Mystery of the Nautilus.....skip it. And where is the Jungle Cruise? Boo!The park is also littered with cool little attractions like a pirate landing and a Alice in wonderland maze. Simple and fun.Let me say this much. I'm a Disney fan. If you find yourself at a Disney Park every few years like I do, then don't be surprised if you're a touch disappointed with Disneyland Paris. With that said, all in all, my wife and I battled the elements and had a fabulous time. It's an absolute sight and fun for the whole family. A must see if you are in Paris and a must see for Disney junkies like myself! Thanks Walt!",Disneyland_Paris
163252403,4,2013-6,United Kingdom,"We have been to the park a few times previously & we noticed how there were no Disneyland staff jotted around the park as before, which was a shame as we had told our grandchildren if they got separated from us to go up to one of the Disney staff. Fortunately all was ok but there was no one to ask directions etc. The wait time for the rides was 30 minutes upwards & I noticed one ride had a wait time of 80 minutes. I waited with my grandchildren for the Peter Pan ride for 45 minutes & the ride lasted 3 minutes! They enjoyed it though. The Buzz Light Year ride broke down a couple of times which was of great disappointment for my 5 yr. old grandson. The Dreams light show at 11pm is amazing but such a long wait to get a decent view. Same with the parade at 7 pm & it only lasted 10   15 minutes. Food & drink is expensive & again the wait time in line is about 25 minutes. Be prepared to be pushed & shoved by rude guests who think they have the right to push their way around the park.",Disneyland_Paris
197328479,5,2014-3,Canada,"You know it's great so I will just give some tips & pointers.Space Mountain, Cars, and the Tower of Terror were the most fun.Get on a ride and if you like it grab a  fast pass  to come back later. You can have 1  fast pass  every 2 hours in EACH park. Work it right and you can avoid long lines like CARS. We waited 2 hours and some people over 3 hours. With a  fast pass  we were on in 10 mins.Everything is expensive so bring a backpack (it will be inspected prior to entry) with water & snacks. Maybe even a rain jacket.The most under rated ride was Star Tours. With out giving up too much it is 3 D and bumps you around alot. It has many different themes so every time can be different. Those with motion sickness may want to skip this ride.After some rides they show your picture...lots of funny expressions.A  magic morning  pass gets you in 1 hour early, use it mid week.",Disneyland_California
387610010,5,2016-6,Australia,"Growing up I've always wanted to go to Disneyland. The overall experience was   yes, magical! The park was clean, staff were helpful, rides were enchanting. We spent two days here and definitely needed it. The fireworks display and colour the night parade in the evening were beyond my imagination. If you can stay and watch the fireworks, do it. I would recommend this park to everyone and anyone, it's fun and I didn't think the gift and food stores were too overpriced (I thought it would be worse). Overall a wonderful and memorable experience and one day I hope to bring my kids back to enjoy the happiest place on earth. ",Disneyland_California
127708285,4,2012-4,Thailand,"Picked the wrong week.  It's spring break.  So, had to go at 8am to avoid heavy traffic.",Disneyland_California
271854937,3,2015-5,United States,"We visited in May and was in this park for a total of 1 and a half hours, a lot of the rides were closed, we were in the park for 10.30 and leaving at 12 it was no better! Not the Disney I know and remember! ",Disneyland_Paris
125510976,5,2012-2,United States,Loved it as always! Make sure and go to the World of Color at California Adventure. My favorite rides are the Tower of Terror and Space Mountain. Be sure and use the fast pass system. We also used our Iphones to check wait times.,Disneyland_California
620795904,5,2018-9,United States,"My youngest daughter,12, planned this excursion, and we did all the rides without barely any if at all waits. A few suggestions by her: arrive early. They have a new parking garage and then you take the tram. Sometimes they let you in earlier than stated. We arrive 40 minutes early.Go to your most wanted, busiest rides first. By afternoon, the park is jammed.Get maxpass  it's worth it!Some rides have single rider options. It didn't help on Indiana Jones that much.Make reservations for lunch before you arrive  sooner the better.Hit rides during the parade.If you can, avoid super busy times of the year, i.e., holidays.Have a plan! And most important have fun!",Disneyland_California
116313053,3,2011-7,United States,"We were visiting family in Germany and my husband surprised me and our son (6 yrs.) with a 4 days trip to Disneyland Paris. We were very excited as we are big Disney fans.This was our first time ever staying at a Disney Resort Hotel  a good experience.We stayed at the Sequioa Lodge which was perfect for us. (Great staff and location!)What was not so good? Simply put, the  Magic  seemed missing. The rides were fantastic (Get Fast Passes when possible), but the pushing and shoving is what got me. Forget about the idea of making a proper line to get an autograph and picture with a character. Parents shove their kids to the front and they follow. (lines for characters in the hotels and for Sully   Buzz DID have proper lines!) Get used to fighting your way through. Smoking   there are  smoking areas , but NO ONE cares. People light up all over the place and no  cast member  ever says anything. The Dollar   Euro exchange rate is not good, so that is why everything was SO expensive in our eyes. All that was done was take the dollar price and put a Euro symbol in front of it, e.g. $14.95 for a Jedi Mickey in Florida cost 14.95 Euros (about $22.00)But again, the  magic  was missing   the pride in keeping things up, the friendly faces   not there.Am I glad we went? Yes. Will I ever really want to go back? No. If you have the chance, save up and experience Florida.",Disneyland_Paris
300241506,5,2015-7,Australia,"Each of my children described our day here as  one of the best days in my life ! So much to see and do, so little time. We squeezed as much as we could into one day but could easily have gone back for another day. The downfall is the long queues for rides. However the rides are all amazing and exceed any of our expectations.",Disneyland_Paris
203782061,2,2014-4,United States,"Recently went on a trip to Disneyland in Anaheim with the family.Considering how much we spent on 3 park hopper tickets, you would think the  magical experience they sell everyone would be magical.It was by far not very magical at all.They do charge for parking if you drive. We were there with a 3 day park hopper.We went what we thought was slow period after Easter break. That was not the case. First day we were there, the park was very crowded and filled with locals. The park opened at 8 :00 am. We arrived at 7:15 am. Good thing we did. The crowds and lines of people at the gate were horrible.Secondly, the rat race to get to the rides at park opening was absolutely horrible. People were literally running with their children so they could go to the ride of their choice so they wouldn't have to wait in line    and they also ran to the fast pass machines as well. If i had known this was a marathon I would have packed my running clothes. Fast pass machines ran out of tickets in 20 minutes. THe wait times for standby were absolutely terrible later in the afternoon.The sheer amount of strollers and parents who bring their infants    is just overwhelming. They are parked all over   . very hard to squeeze through strollers with screaming children and crowds.Wait times for the Frozen princesses   if you are looking to do that    have daily wait times of 3 4 hours. In turn you see hundreds of tired, crabby, children waiting for hours. Very poorly run. You would think Disney would plan it out better.We experienced much of the same on the other side at California Adventure    their most popular ride is Radiator Springs Cars ride. We had to run to that ride   .because the daily wait times vary from 1.5  3 hrs. While standing in line the ride did stop    it broke down, they got it up and running, however that pushed the morning wait time to over an hour first thing.Unfortunately if you want a low wait time for this ride, your only choice is stay at a resort property and have a magic morning at California Adventure. Otherwise   . the fast pass for the regular patrons is gone very quickly and standby times are very long. If you are a single ride    waits can be from 45 60 min.On our last day at Disneyland we had a magic morning. It was probably the worst of the 3 days. The crowds were huge, the rat race started all over again. People running etc. Only half the park was opening for magic morning. Adventureland and Frontierland was closed. You pay all money for tickets and you have a magic morning   . how about opening the whole park!!! By closing off the 2 areas   . it got even more crowded    and there were more races. Adventureland had most of their rides close for refurbishment   . and the main attraction splash mountain was closed indefinitely due to the weather. The Big thunder railroad was also closed in Frontierland because of mechanical issues.My children left disappointed that some of their favorite rides were closed.THe park food was not healthy, standard amusement park food. Overpriced.Overall our Disney experience was a overpriced, rat race mess. To charge that much money for tickets and to have to run to rides    was not my cup of tea.Needless to say kids got to see Disney and they have no desire to go back .Disappointing experience   . I will spend my vacation money elsewhere    and have a nicer vacation somewhere else.",Disneyland_California
300103988,5,2015-7,United States,"Who wouldn't love Disney. Despite the lines being long the  cast members  helped move them right along so we weren't standing to long. I would suggest a couple days at this park, lots to see and do.",Disneyland_California
353184043,5,2016-3,United Kingdom,"The parade and firework shows are a must see in disneyland park, the rides are amazing and the castle is something else to see and even better at night.",Disneyland_Paris
334279417,5,2015-12,South Africa,A magical place to meet your favorite Disney characters. Not good to go on the weekend as it is packed... Park is massive so takes sometime to all around. Try to get a priority pass so that you can skip the long queues..,Disneyland_HongKong
200990644,5,2014-4,United States,What a great place for a family reunion with 5 grand children. Great attractions for young and old (that includes yours truly). Food was great and at reasonable prices.,Disneyland_California
363570364,5,2016-4,United Kingdom,"We decided to take our 2 daughters and our 3 grandchildren to EuroDisney in Paris as a special treat. We travelled down by car taking Le Shuttle to Calais and driving to the park. Everything was very smooth except as you reach Marne La Vallee the signposts tend to disappear   fortunately we did find the park quite easily but French directional aids are sadly lacking   as are some street signs.We arrived on Wednesday just after lunch and were to depart on Sunday just after breakfast.Check in at the New York Hotel was quiet but unfortunately the Receptionist was really not very nice   not quite rude   but close. However, I should point out that all other staff throughout our stay at the hotel and in the Disney parks were really lovely   very helpful and polite.We had two connecting rooms which was perfect for our party as the children could go back and forth between the two rooms. The rooms were quite roomy and clean and comfortable. The TV was a waste of time   we had hoped there would be access to movies etc., but no. Furthermore there was not information in the room other than room service menu.I was expecting food to be OK but was more than pleasantly surprised   there was a huge choice of venues (we had opted for the half board plus option). We dined at three different venues   in each there was a good choice of food, well cooked and plenty of it. It is necessary to book restaurants before arrival as choice is somewhat limited. You have to consider the age of the children and what you want to visit   for example if you want to watch the parade (from 5.30   6.30) then you need to book a table for around 7.00 which makes it a bit late for little ones. Also, if you are late I don't think they will hold your table for very long. The problem with booking restaurants before you go is that you have not seen them so do not know what to chose. Also, it was pouring with rain   so we wanted to eat in the hotel so that we didn't have to go out again. Anyway...You can opt for breakfast with the characters as an extra charge, but we opted to go to dinner at Chez Mickey and the characters visited each table at no extra cost. The children (and the adults) were enchanted   well worth doing.The parks themselves were great and the 'magic hours' were well worth staying at the hotel for as once the park opens to the general public it is much, much busier.It is difficult knowing what to see and what to do. They do have printed material but there is so much information on it that it is difficult to sort out the shows etc. More work needed.One downside   it was difficult to get a brochure (despite contacting Euro Disney) and in the end I booked via a travel agent and their help was invaluable. They pointed out various things that helped us to book. Getting around the park is a bit tricky for Grandma's as it is quite large, and quite busy. Trying to understand about the transfer buses etc. was difficult   there did not seem to be anywhere or anybody who could say 'the best way to get to the park is by ......   everybody seemed to say 'it is only five or ten minutes walk' In the pouring rain, with mobility problems that was not an option. Would I recommend it   I certainly would. Seeing the children's excitement..I had thought that the whole trip would have been much more expensive and we were pleasantly surprised at the cost.",Disneyland_Paris
379495467,5,2016-6,Canada,"Finally got to experience Disneyland! It was well worth the drive down from Lemoore, California (had a friend's wedding there) and well worth the expensive ticket (over $100 after the exchange rate kicked in). Park was extremely clean, every single crew member had a smile...More",Disneyland_California
